ISO3 Code,Year,Gender,Gender Population,Gender % Population,Median Daily Gender Income €,% of Gender Population under Poverty Line
ETH,2015,Male,,,,0.00
FIN,2000,Male,2525420,0.48788989697372,34.840331881165,9.38
FIN,2003,Male,2548200,0.48881517470677,,0.00
FIN,2004,Male,2557020,0.48908507180062,38.19845660331,9.28
FIN,2005,Male,2566717,0.48926242564132,39.650813919598,9.26
FIN,2006,Male,2577581,0.48945121185483,40.435705552625,9.51
FIN,2007,Male,2589502,0.48962744613134,41.853923517495,9.38
FIN,2008,Male,2603114,0.48991507190664,42.880587100409,9.31
FIN,2009,Male,2617810,0.49033027343112,43.805972785902,9.39
FIN,2010,Male,2630916,0.49053588883862,44.049192029243,9.60
FIN,2011,Male,2644794,0.49084288881166,44.243178437692,9.50
FIN,2012,Male,2658772,0.49109477461492,44.48441048308,9.37
FIN,2013,Male,2672665,0.49139159639956,44.518501926145,9.60
FIN,2014,Male,2685399,0.49169532971216,44.602521331055,9.50
FIN,2015,Male,2695689,0.49195623413557,44.382728531353,9.54
FIN,2016,Male,2705426,0.49231608650362,45.293994085924,9.41
FIN,2017,Male,2714750,0.49285491951461,45.811442788348,9.51
FIN,2018,Male,2720312,0.49321002769751,46.834014522182,9.48
FIN,2019,Male,2725109,0.49353569706261,47.724862251079,9.64
FRA,2000,Male,29561997,0.48531905727939,34.738795094243,17.15
FRA,2003,Male,30161114,0.48455575713005,,0.00
FRA,2004,Male,30371562,0.48435708068361,37.619470726499,16.42
FRA,2005,Male,30582625,0.48406042291837,37.418424801309,16.08
FRA,2006,Male,30780628,0.48380953013567,37.144292916315,16.48
FRA,2007,Male,30982869,0.48398462630213,42.849648480495,16.26
FRA,2008,Male,31158242,0.48401169537305,43.586989155599,16.72
FRA,2009,Male,31320688,0.48403837773623,44.789548860523,16.78
FRA,2010,Male,31480229,0.48410636897133,43.816691108237,16.75
FRA,2011,Male,31639184,0.48420315936967,44.070551226619,16.53
FRA,2012,Male,31790739,0.48417346432815,43.982430833078,16.51
FRA,2013,Male,31965593,0.48433682137367,43.913189026481,16.54
FRA,2014,Male,32115881,0.48431428054115,44.928541265237,16.78
FRA,2015,Male,32217887,0.48412807981588,45.28378279969,16.83
FRA,2016,Male,32288863,0.48391603572781,45.807967501767,16.65
FRA,2017,Male,32366687,0.48367671002117,45.555337537206,16.66
FRA,2018,Male,32450841,0.48360519309577,45.823279382022,16.45
GMB,2003,Male,,,,0.00
GMB,2010,Male,,,,0.00
GMB,2015,Male,,,,0.00
GMB,2020,Male,,,,0.00
DEU,2000,Male,40114213,0.48793914814338,44.801568027293,16.26
DEU,2001,Male,40200659,0.48816874006346,44.093373428427,15.98
DEU,2002,Male,40298216,0.48853135666922,,0.00
DEU,2003,Male,40343655,0.48881150780477,,0.00
DEU,2004,Male,40348478,0.4889760925839,,0.00
DEU,2005,Male,40338255,0.48912983913656,44.039786323212,16.46
DEU,2006,Male,40309845,0.48933699806746,44.484581678218,16.32
DEU,2007,Male,40277403,0.48959742479691,45.189574119542,16.10
DEU,2008,Male,40221515,0.48984859574936,45.236009205344,16.20
DEU,2009,Male,40135255,0.49003815207456,45.613452379179,16.31
DEU,2010,Male,40091189,0.49025060518807,46.185982437224,16.47
DEU,2011,Male,39150408,0.48770372590135,45.800920354615,16.31
DEU,2012,Male,39277769,0.48837262022286,45.986406278512,16.41
DEU,2013,Male,39440572,0.48906040710029,46.561703917732,16.50
DEU,2014,Male,39662240,0.4897630992817,46.622806077807,16.54
DEU,2015,Male,40075396,0.49059932692293,48.134261752775,16.79
DEU,2016,Male,40599407,0.49301838485458,49.34725553786,16.96
DEU,2017,Male,40763867,0.49316896257519,49.899887290664,16.51
DEU,2018,Male,40899523,0.49332534354532,51.028193235221,16.49
GRC,2000,Male,,,,0.00
GRC,2003,Male,,,,0.00
GRC,2004,Male,,,,0.00
GRC,2005,Male,,,,0.00
GRC,2006,Male,,,,0.00
GRC,2007,Male,,,,0.00
GRC,2008,Male,,,,0.00
GRC,2009,Male,,,,0.00
GRC,2010,Male,,,,0.00
GRC,2011,Male,,,,0.00
GRC,2012,Male,,,,0.00
GRC,2013,Male,,,,0.00
GRC,2014,Male,,,,0.00
GRC,2015,Male,,,,0.00
GRC,2016,Male,,,,0.00
GRC,2017,Male,,,,0.00
GRC,2018,Male,,,,0.00
GRC,2019,Male,,,,0.00
GTM,2000,Male,,,,19.04
GTM,2006,Male,,,,22.71
GTM,2014,Male,,,,17.94
GIN,2002,Male,,,,0.00
GIN,2007,Male,,,,0.00
GIN,2012,Male,,,,0.00
GIN,2018,Male,,,,0.00
GNB,2002,Male,,,,0.00
GNB,2010,Male,,,,0.00
GNB,2018,Male,,,,0.00
HTI,2001,Male,,,,69.87
HTI,2012,Male,,,,64.32
HND,2001,Male,,,,25.18
HND,2002,Male,,,,23.95
HND,2003,Male,,,,24.69
HND,2004,Male,,,,25.04
HND,2005,Male,,,,25.28
HND,2006,Male,,,,25.21
HND,2007,Male,,,,23.18
HND,2008,Male,,,,23.82
HND,2009,Male,,,,23.18
HND,2010,Male,,,,23.06
HND,2011,Male,,,,23.15
HND,2012,Male,,,,23.99
HND,2013,Male,,,,22.54
HND,2014,Male,,,,22.93
HND,2015,Male,,,,22.85
HND,2016,Male,,,,23.95
HND,2017,Male,,,,22.62
HND,2018,Male,,,,23.04
HND,2019,Male,,,,23.46
HUN,2004,Male,4799556,0.47486760065642,,0.00
HUN,2005,Male,4788138,0.47468103398161,16.02891745392,17.72
HUN,2006,Male,4782104,0.47482166818289,16.735700054055,16.46
HUN,2007,Male,4774150,0.4747668375561,16.281567214024,16.46
HUN,2008,Male,4766137,0.47480055798668,16.897154604671,16.51
HUN,2009,Male,4759097,0.47483420106221,16.281819662993,16.65
HUN,2010,Male,4750106,0.47500959625433,16.480887280387,17.11
HUN,2011,Male,4737252,0.47506840266533,16.891913421986,16.65
HUN,2012,Male,4719165,0.47570496152559,15.856829934363,17.47
HUN,2013,Male,4708473,0.47593593087678,16.022994212628,17.50
HUN,2014,Male,4698202,0.47617871770457,17.003647803994,17.74
HUN,2015,Male,4689802,0.47645935481567,17.851937543204,17.44
HUN,2016,Male,4680667,0.4769366923402,18.827845316176,17.62
HUN,2017,Male,4670712,0.47718927190145,20.101849847422,17.08
HUN,2018,Male,4670260,0.47774849205456,21.251381435425,16.75
HUN,2019,Male,4675048,0.47845469589131,23.043649891326,10.00
ISL,2003,Male,144812,0.50017852747763,,7.94
ISL,2004,Male,146153,0.50039921533538,,7.56
ISL,2005,Male,148752,0.50129948872017,,8.00
ISL,2006,Male,153163,0.50418985564755,,8.07
ISL,2007,Male,158557,0.50890558776879,,8.01
ISL,2008,Male,161893,0.51003775451009,,8.24
ISL,2009,Male,161627,0.50746474286716,,8.14
ISL,2010,Male,160142,0.5035292636086,,8.08
ISL,2011,Male,160288,0.50244934872445,,8.19
ISL,2012,Male,160936,0.50180395838223,,8.25
ISL,2013,Male,162394,0.50158300114647,,7.84
ISL,2014,Male,164178,0.50148155654019,,7.97
ISL,2015,Male,166046,0.50193254329991,,8.01
ISL,2016,Male,168733,0.50302379642076,,8.07
ISL,2017,Male,173586,0.5054928490996,,8.07
IRL,2000,Male,1890581,0.49684492523623,29.693103103181,16.97
IRL,2002,Male,1953928,0.49693668900854,,0.00
IRL,2003,Male,1985287,0.49675381433437,33.671172862299,16.99
IRL,2004,Male,2023751,0.49720428975904,34.987339335344,16.66
IRL,2005,Male,2073394,0.49842253954109,35.539409684598,16.59
IRL,2006,Male,2136156,0.49985052835494,38.834526556862,16.59
IRL,2007,Male,2202239,0.50062924556429,38.291118543794,9.98
IRL,2008,Male,2242628,0.49952251857153,36.410727763034,16.35
IRL,2009,Male,2259659,0.49822994248142,35.196729695274,17.16
IRL,2010,Male,2266305,0.49697984010298,34.545056731442,16.94
IRL,2011,Male,2273995,0.49649640846043,33.383080729092,16.67
IRL,2012,Male,2279075,0.49550158880889,32.932283353598,17.48
IRL,2013,Male,2290415,0.495351729443,33.122647186518,17.48
IRL,2014,Male,2305695,0.4950244207879,34.507538746722,16.76
IRL,2015,Male,2325374,0.49455461070325,36.468924916404,16.69
IRL,2016,Male,2353517,0.49492159382653,37.268608254877,16.41
IRL,2017,Male,2379303,0.49492651403535,40.476417894941,16.00
